FragmentID; SessionEndDate;La historia involucraâ€¦-X;La historia involucraâ€¦-Y;Esta historia me enseÃ±Ã³-X;Esta historia me enseÃ±Ã³-Y;La lecciÃ³n impacto enâ€¦-X;La lecciÃ³n impacto enâ€¦-Y;Es importanteâ€¦-X;Es importanteâ€¦-Y;SentÃ­ que tuveâ€¦-X;Describe algoâ€¦-X;Tono emocional;Â¿CuÃ¡ndo sucedieron;Â¿La experiencia que compartiste es?;Â¿QuÃ© tan comÃºn?;Â¿Por cuÃ¡nto tiempo?;Â¿QuiÃ©n crees que debe saber sobre esta historia?;Â¿En cuÃ¡ntos colegios/escuelas has estado?;Tu historia se relaciona con_TecnologÃ­a;Tu historia se relaciona con_La seguridad en el colegio;Tu historia se relaciona con_EducaciÃ³n / aprendizaje;Tu historia se relaciona con_Bullying / matoneo;Tu historia se relaciona con_Comida;Tu historia se relaciona con_Valores;Tu historia se relaciona con_Salud;Tu historia se relaciona con_Justicia;Tu historia se relaciona con_InnovaciÃ³n / creatividad;Tu historia se relaciona con_RelaciÃ³n con los compaÃ±eros;Tu historia se relaciona con_RelaciÃ³n con la familia;Tu historia se relaciona con_RelaciÃ³n con los profesores;Tu historia se relaciona con_Ninguna de las anteriores;Â¿Con quiÃ©n vives?_PapÃ¡;Â¿Con quiÃ©n vives?_mamÃ¡;Â¿Con quiÃ©n vives?_Hermanos;Â¿Con quiÃ©n vives?_otros familiares;Â¿Con quiÃ©n vives?_otros;Â¿Con que nivel de estudios cuenta tu acudiente?_No tiene educaciÃ³n formal;Â¿Con que nivel de estudios cuenta tu acudiente?_Primaria;Â¿Con que nivel de estudios cuenta tu acudiente?_Bachiller;Â¿Con que nivel de estudios cuenta tu acudiente?_TÃ©cnico;Â¿Con que nivel de estudios cuenta tu acudiente?_Pregrado (profesional);Â¿Con que nivel de estudios cuenta tu acudiente?_Postgrado (especializaciÃ³n maestrÃ­a);Edad;Grado;Institucion Educativa Distrital;Género;FragmentEntry;StoryTitle;ST1-ClassRoomSubjects-XRight;ST1-ClassRoomSubjects-YTop;ST1-LearningThroughDiscovery-XRight;ST1-LearningThroughDiscovery-YTop;ST1-SelfLedLearning-XRight;ST1-SelfLedLearning-YTop;ST1-AppliedLearning-XRight;ST1-AppliedLearning-YTop
0cd0b6ef-c139-466e-ae57-672b0cce3dc8;2017/12/01 03:00:20.702;0.5009838;0.76237607;0.14542824;0.07401709;0.5083912;0.71796584;0.14542824;0.092521384;0.74195635;0.0069083828;Indiferente;Hace dos aÃ±os;Experiencia personal;ComÃºn;Por mucho tiempo;Los compaÃ±eros;En 3;;;;;;;;;;;;;1;1;1;1;;;;;1;;;;15;7;1. Colegio Agustín Fernández (IED);masculino;Una vez estÃ¡bamos en el colegio Ricaurte en clase de ingles en ese momento no estaba el profesor los muchachos estaban gritando, molestando y incluso peleando un compaÃ±ero se puso a molestar con un balÃ³n en el aula de clase yo lo acompaÃ±e a  jugar causando daÃ±os y desastres en el aula rompimos la ventana de un balo naso donde el coordinador llego con el profesor y nos suspendieron haciendo pagar nuestros errores y con experiencia no volvimos a jugar ni molestar en el aula de clase :v;Causas por el in respeto en clase;0.29787707;0.46378732;0.5401574;0.6720716;0.77056116;0.8755896;0.16010986;0.17973661
0d63834e-004f-4a17-8190-39243845b688;2017/12/01 00:27:06.112;0.6195023;0.20724785;0.34542823;0.21464956;0.4898727;0.4663077;0.4898727;0.48111114;0.51118714;0.2947422;Feliz;El mes pasado;Una opiniÃ³n;Pasa una vez cada tanto;Por algun tiempo;Los profesores y las directivas;En 2;;;;;;;;;;;;1;;1;1;1;;;;;1;;;;17;9;1. Colegio Agustín Fernández (IED);masculino;bueno pues la vida en mi colegio es muy agradable por que los profesores le ayudan a uno en muchas ocaciones y mas cuando en algun lado tenemos problemas y pues alfin son como nuestros segundos papas que nos quieren enseÃ±ar nuevas cosas para poder ser alguien en nuestras vidas;nuestro colegio es lo mas hermoso que hay en la juventud;0.15535927;0.4480641;0.17436165;0.7884238;0.1316063;0.9290487;0.6565469;0.21118319
10ab6daf-ac9b-4440-9343-391d5cfcfab5;2017/12/01 00:01:04.384;0.5787616;0.4255983;0.68246526;0.31087178;0.47876158;0.25905982;0.3898727;0.19984615;0.13544749;0.45201224;Muy Feliz;El mes pasado;Experiencia personal;ComÃºn;Por siempre;Los compaÃ±eros;En mÃ¡s de 4;;;;;;;;;;1;;;;;1;1;;;;;1;;;;16;8;1. Colegio Agustín Fernández (IED);masculino;el torneo de futsal del colegio, todos los partidos los ganamos y pues un empatado pero importa llegamos ala final ganando los partidos aunque no fueron faciles los pudimos pasar y llegar a la final y poder ganarla fue lo mas bueno y podarle dar el trofeo a la profesora mery..;los campeones;0.18861341;0.17762381;0.18386282;0.8418828;0.19098872;0.6365959;0.19573931;0.39042848
11254644-7106-4e17-9689-6662beb56fbc;2017/11/30 23:10:38.456;0.8750579;0.07401709;0.13431713;0.05921367;0.8750579;0.0814188;0.16024305;0.10362393;0.56444156;0.79919326;Indiferente;Hace dos aÃ±os;Experiencia personal;Muy rara y Ãºnica;Por algun tiempo;Los compaÃ±eros;En 2;;;;;;;;;;;;;1;1;;;;;;;1;;;;13;6;1. Colegio Agustín Fernández (IED);femenino;un dia en  el salon de espaÃ±ol estabamos  esponiendo  y  una amiga le paso un raton  por los pies y todo mundo comenso agritar y se subieron alas sillas y el profesor nos iso salir de una vez para poder sacar el raton;el raton;0.8513213;0.8914603;0.8726989;0.5777319;0.29550177;0.7749607;0.58053744;0.3967178
11301a05-27bd-40d4-a68d-46e297b114a5;2017/11/30 23:56:19.925;0.77135414;0.3404786;;;0.5157986;0.5662308;;;0.6265718;0.4045345;Indiferente;Hace seis meses;Experiencia personal;Pasa una vez cada tanto;Por mucho tiempo;Los profesores y las directivas;En mÃ¡s de 4;;;1;;;;;;;;;;;1;1;1;;;;;;1;;;16;9;1. Colegio Agustín Fernández (IED);femenino;en el primer trimestre de este aÃ±o me enferme super feo y me incapacitaron las dos semanas mas importantes del trimestre y por ello me baje mucho en el colegio asi que  me fue muy mal :(;la desgracias del trimestre xd;0.83944476;0.9103282;;;;;;
13007a1c-dac3-4062-a197-a62fa5f46585;2017/11/18 02:53:10.398;0.5675556;0.20724785;0.50840735;0.29236752;0.3898147;0.18504272;0.5009629;0.31087178;;0.8526113;Muy Feliz;El mes pasado;Una opiniÃ³n;Pasa todo el tiempo;Por mucho tiempo;Todo el mundo;En 2;;1;1;;;1;;;1;1;;1;;1;1;1;;;;1;1;;;;16;9;1. Colegio Agustín Fernández (IED);femenino;"Mi colegio es bueno porque hay gente muy amigable, los profesores se preocupan realmente por los estudiantes y a demÃ¡s son muy divertidos y amables; nos hacen sentir muy cÃ³modos en el colegio y hacen actividades diversas y divertidas.";mi segundo hogar;0.25510687;0.52666664;0.8821853;0.87333333;0.87268406;0.6475786;0.51876485;0.7143082
14e79a05-deda-4208-97aa-75b4e11a455f;2017/11/17 04:26:02.209;0.31574062;0.5403248;0.3342223;0.510829;;;;;0.17689343;0.85557866;Feliz;Hace mÃ¡s de dos aÃ±os;Experiencia personal;Pasa una vez cada tanto;Por mucho tiempo;Nadie;SÃ³lo en este;1;;1;;;;;;;1;;;;1;1;1;;;;;1;;;;12;7;1. Colegio Agustín Fernández (IED);masculino;en el colegio aprendimos a escribir a leer a convivir con amigos a aprender sobre matemÃ¡ticas, sociales, ingles, geometrÃ­a, informÃ¡tica, biologÃ­a, espaÃ±ol,;la convivencia en el colegio;0.16009499;0.2720754;0.29786223;0.15632075;0.87268406;0.1664465;0.1553444;0.90924525
158c70ee-5161-437c-a220-275359511059;2017/11/17 03:22:25.417;0.9824814;0.0;0.30099997;0.51071787;0.019481517;0.033307716;0.98614806;0.022205075;0.9993492;;Indiferente;Hace seis meses;Experiencia personal;Pasa una vez cada tanto;Por algun tiempo;Los compaÃ±eros;En 2;;;;;;;;;;1;;;;;1;1;1;;;;;1;;;11;6;1. Colegio Agustín Fernández (IED);masculino;Positivo: cuando yo apenas llegue amy me recibieron bien  con las manos abiertas pues al principio no me trataban mal pero despuÃ©s empezaron a cambiar Negativo:Cuando yo me pelee con un compaÃ±ero;mi compaÃ±ero;0.1553444;0.9103145;0.8418052;0.39849055;0.5496437;0.9054402;0.8513064;0.20487422
160e32a2-003d-4661-a484-65074d77e2fa;2017/11/30 22:48:44.849;0.8972801;0.07401709;0.13061343;0.07771797;0.9120949;0.048111133;0.14542824;0.07401709;0.02302145;;Triste;Hace un aÃ±o;Experiencia personal;Pasa una vez cada tanto;Por algun tiempo;Nadie;SÃ³lo en este;;;1;;;;;;;;;;;1;;1;;;;;1;1;;;12;7;1. Colegio Agustín Fernández (IED);femenino;un dÃ­a   yo estaba con mis amigas y una vez  unas niÃ±as nos en pesaron a tratar mal  paro nosotras  no sabÃ­amos por que nos estÃ¡n  tratando mal entonces  nosotras tratÃ¡bamos  de hablar con ellas pero ellas no dejaban  al siguiente dÃ­a nos  enpesaron a insultar  y nosotras hablamos con la profe y ellas nos dijeron que era   por un niÃ±o  y dialogamos  para que se alegraran las cosas;mis amigas;0.16010986;0.9040389;0.41664192;0.895342;0.6612975;0.8944576;0.19573931;0.21432781
16ac21b0-c2e0-4c72-b470-e506e6f49168;2017/11/17 04:40:40.778;0.9268888;0.007401709;0.045444403;0.040709425;0.875074;0.033307716;0.138037;0.040709425;0.14434905;;Muy Feliz;Hace mÃ¡s de dos aÃ±os;Una opiniÃ³n;Pasa todo el tiempo;Por siempre;Los profesores y las directivas;En 2;;;;;;;;;1;;;;;;1;1;;1;;1;;;;;15;7;1. Colegio Agustín Fernández (IED);femenino;yo como estudiante le dirÃ­a q el colegio tiene cosas malas y cosa buenas como celebraciones todo lo celebramos todos somos muy amigable amables sin importarnos la condiciÃ³n somos muy unidos y ayudamos a q el colegio sea uno de los mejores;mejorando mi colegio;0.14109263;0.1524843;0.13396673;0.48965412;0.13396673;0.9054403;0.90118766;0.18597484
1aa35df7-a059-419c-91e9-6fce72885a0e;2017/11/30 22:58:01.655;0.5120949;0.59213674;0.5083912;0.5218205;0.5083912;0.3515812;0.7343171;0.13693164;0.11177885;0.888214;Indiferente;Hace mÃ¡s de dos aÃ±os;Experiencia personal;ComÃºn;Por siempre;Todo el mundo;SÃ³lo en este;;;;;;;;;1;;;;;1;1;1;;;;;1;;;;15;9;1. Colegio Agustín Fernández (IED);masculino;mi colegio es tal y cual como todos los buenos colegios pero cada quien da su opinion segun como le vaya en el colegio si les fue mal van a hablar mal del colegio;niÃ±o del mazuera cuenta como es su colegio;0.8536966;0.8537245;0.848946;0.8638954;0.8465707;0.8567217;0.8513213;0.8589819
1ad202ce-b1d4-4e87-b39a-8cee89daeb60;2017/12/01 03:43:05.785;0.5083912;0.81418806;0.019502316;0.033307716;0.523206;0.82158977;0.5083912;0.82529056;0.49343565;0.4757511;Feliz;El mes pasado;Experiencia personal;Muy rara y Ãºnica;Por siempre;Nadie;En 2;;;1;;;;;;;;;;;1;1;1;;;;;1;;;;14;7;1. Colegio Agustín Fernández (IED);femenino;estoy feliz porque pase el aÃ±o despues de que me dijieron que lo perdia ajajaj;las esperiencias de la vida;0.8536966;0.9197622;;;0.85844713;0.7749607;;
1c3f677e-8401-459a-a3a1-76c9d6665d63;2017/11/30 23:38:58.289;0.9935764;0.0;0.97876155;0.033307716;0.92690974;0.07401709;;;0.9934356;;Triste;Hace seis meses;Experiencia personal;Pasa todo el tiempo;Por siempre;Los profesores y las directivas;SÃ³lo en este;;;1;1;;;;;;;;;;1;1;1;1;;1;;;;;;12;6;1. Colegio Agustín Fernández (IED);masculino;MI NOMBRE ES Andres Fernando Figuroa Avila soy del curso 601 sufro de matoneo escolar por todos los compaÃ±eros de mi curso llevo7 aÃ±os en el mazura villegas fernando y 7aÃ±os sufriendo de matoneo escolar en clase de espaÃ±ol tenia  que hacer una actividad   de comprencion de lectura y la actividad incluia un dibujo y yo en eso me equivoque dibuje un dibujo que no era del tema corespondiente selo presente ala profesora  ytodos se meburlron poque me equivoque;matoneo escolar;0.15773456;0.9260515;0.17436165;0.7664112;0.16248515;0.5894261;0.16248515;0.42501968
1cc4226a-6255-414b-8891-5b5c83a6ed02;2017/12/01 03:30:30.222;0.49357638;0.8511966;0.5046875;0.82529056;0.986169;0.014803418;0.92690974;0.06661538;0.9460984;0.0069083828;Indiferente;El mes pasado;Experiencia personal;Muy rara y Ãºnica;Por algun tiempo;Los compaÃ±eros;En mÃ¡s de 4;;;;;;;;;;1;;;;;1;1;;;;;1;1;;;15;7;1. Colegio Agustín Fernández (IED);femenino;Cuando Llegue Al Colegio Yo Pense Que Me Iba A Quedar Sola Pero Nunca Me Imagine Que Me Iba A Empezar A Hablar Todo El Mundo, Yo Era Muy TÃ­mida Hasta Que ConocÃ­ A Una NiÃ±a Llamada Laura Quien Iso Que Yo Fuera un Poco Mas Sociable Con Las Personas. Esto OcurriÃ³ El AÃ±o Antepasado.Este AÃ±o Yo Tuve Una Amiga Llamada Andrea Con Quien Me La Pasaba Todo El Tiempo Hasta Que Un Viernes Ya Finalizando El AÃ±o Nos Iban A Decir Quien PerdÃ­a, Quien ganaba Y Quien Pasaba A Hacer Prueba De Suficiencia Y Pues Resulta Que Yo Me Imaginaba Que Yo Perdia El AÃ±o Y ese Viernes La Directora De Curso De Nosotros Le Paso Un Papel A Los Que Pasaban A Prueba De Suficiencia Y Andrea Tambien Hasta Que La Profesora Me Entrego Ese Papel A Mi Y A Andrea No Y Andrea Se Puso Enojada Conmigo Y En Este Momento No Me E Podido Hablar Con Ella Porque Sigue Enojada.;Los Tipos De Amistades;0.19336401;0.4606427;0.33113125;0.9204992;0.5757868;0.8504324;0.848946;0.8023782
1d149e49-a6b3-4b00-8ebf-8db747206155;2017/11/17 05:01:55.497;0.49729624;0.31087184;0.50459266;0.29976928;0.49718526;0.29991722;0.71574086;0.13693158;0.99343204;0.99801195;Indiferente;Hace mÃ¡s de dos aÃ±os;Experiencia personal;ComÃºn;Por mucho tiempo;Todo el mundo;SÃ³lo en este;;;;1;;;;;;1;;1;1;;1;1;;;;1;1;;;;12;7;1. Colegio Agustín Fernández (IED);masculino;mi colegio AgustÃ­n FernÃ¡ndez HISTORIA:mi colegio es muy grande, tiene buenos maestros, es chÃ©vere el colegio y tiene 3 plazoletas, y tiene estudiantes Ã±eros que fuman y tienen armas blancas y tiene estudiantes buenos que respetan y trabajan y mi vida en el colegio la mala noticia es que me hacÃ­an bulling desde pequeÃ±o por que yo no hablo bien y me decÃ­an tartamudo :( y la buena noticia es que las profesoras me amaban y me decÃ­an que yo era un buen estudiante y era lindo por mis ojos verdes y pase para bachillerato y luche por mi vida y mi vida es diferente y feliz.;oz en su experiencia en el colegio;;;0.8513064;0.785283;0.8631829;0.40855348;0.8655582;0.60421383
1e6b33b7-ee27-41ed-99ce-3d62ae95fd89;2017/11/16 20:57:22.759;;;;;0.5028095;0.06295657;0.53231937;0.74765676;;;Indiferente;No se;Experiencia personal;Pasa todo el tiempo;Por siempre;Nadie;SÃ³lo en este;;;;;;;;;;1;;;;;;;1;;;;1;;;;13;8;1. Colegio Agustín Fernández (IED);femenino;1-mi colegio es muy chebre auque aveces uno tiene problemas pero todo se puede superar obstaculos retos ,las personas no siempre van a estar contigo cuando lo necesites . pero es bueno uno aprende .;los obstaculos;0.86794835;0.16818988;0.1316063;0.885908;0.839438;0.4683569;0.7681791;0.7331958
1f3c25ef-c328-48d7-8fe2-27256c72d77e;2017/12/01 03:09:09.922;0.09357639;0.05551284;0.9009838;0.05921367;0.5009838;0.6846581;;;;0.04845141;Triste;Hace un aÃ±o;Experiencia personal;Muy rara y Ãºnica;Por siempre;Todo el mundo;En 3;;;;;;;1;;;;;;;;1;1;;;;;1;;1;;18;11;1. Colegio Agustín Fernández (IED);masculino;mi colegio es muy chebre tanto a los saberes como en el trato en general, mi historia negativa es una ves cuando estaba en dÃ©cimo grado al comienzo del aÃ±o haciendo unas pruebas de E.D FÃSICA llamas salto largo, cuando de repente era mi turno de saltar y salte mal que todo mi cuerpo quedo apoyado sobre mi pie izquierdo y me lo fracture.;LA TRÃGICA Y BOBA FRACTURA.;0.91545427;0.9229068;0.7824376;0.7664112;0.8988272;0.6208726;;
1f6ed497-1957-4490-9298-b906424b0bf5;2017/12/01 00:02:34.908;;;0.9898727;0.014803418;;;;;0.5851516;0.9950389;Muy Feliz;El mes pasado;Experiencia personal;Pasa todo el tiempo;Por algun tiempo;Los compaÃ±eros;En mÃ¡s de 4;;;;;;;;;;1;;;;;1;1;;1;;;1;;1;;14;9;1. Colegio Agustín Fernández (IED);femenino;Una vez en el colegio me reÃ­ tanto de la risa de un amigo que casi me caigo en pleno patio central con mis amigos.;De risa a caida;0.6114163;0.4260515;0.4237678;0.7789898;0.17436165;0.78125;0.84182006;0.6231328
201de47c-a27b-471c-943d-cc7719de2a9c;2017/12/01 00:06:19.793;0.4972801;0.8474957;0.5157986;0.29606837;0.4046875;0.14803419;0.66765046;0.255359;0.8839682;0.25023183;Feliz;El mes pasado;Experiencia personal;Pasa una vez cada tanto;Por siempre;Nadie;En 3;;;;;;;;;;;;;1;;1;;;;;;1;;;;15;9;1. Colegio Agustín Fernández (IED);masculino;YO CUANDO ESTABA EN LA PRESENTACIÃ“N DE LAS OPCIONES DEL CENA ESTABAN PREGUNTANDO QUE SI CONOCÃAMOS LOS LÃCTEOS Y YO DIJE QUE QUE ERAN LOS DERIVADOS DE LA BACA EN VES DE LA LECHE;LA VACA;0.8085659;0.7751081;0.7800624;0.7978577;0.78956354;0.6303066;0.79668945;0.6168436
